ダブリンに住む男のある1日を叙事詩『オデュッセイア』になぞらえて綴った、ジェームズ・ジョイスの小説は何でしょう？,『ユリシーズ』,
「忘却探偵」シリーズ、「戯言」シリーズ、<物語>シリーズといった小説シリーズを執筆している作家は誰でしょう？,西尾維新（にしお・いしん）,
「工作員」と呼ばれるボランティアが運営を支える、著作権が消滅した文学作品などを公開している電子図書館は何でしょう？,青空文庫,
死んだ農奴の名義を買い集めて金儲けを図る詐欺師・チチコフを主人公とする、ニコライ・ゴーゴリの小説は何でしょう？,『死せる魂』,
社会派推理小説のジャンルを開拓した、代表作に『点と線』や『砂の器』がある小説家は誰でしょう？,松本清張（まつもと・せいちょう）,
『文芸戦線』や『戦旗』などの雑誌を中心に展開された、労働者の立場から生活を描いた文学運動は何でしょう？,プロレタリア文学,
ネズミ退治の報酬をもらえなかった男が、町から子どもたちを連れ去ってしまったという、ドイツの伝承は何でしょう？,ハーメルンの笛吹き男,
ダブリンに住む広告業者のある一日を『オデュッセイア』を下敷きに描いた、ジョイスの長編小説は何でしょう？,『ユリシーズ』,
ヒロインの浪子（なみこ）が言い放つ「千年も万年も生きたいわ！」という台詞が特に有名な、徳冨蘆花（とくとみ・ろか）の小説は何でしょう？,『不如帰（ほととぎす）』,
ハチベエ、ハカセ、モーちゃんの活躍を描いた、那須正幹(なす・まさもと)の児童書シリーズは何でしょう？,『ズッコケ三人組』シリーズ,
森鴎外と「没理想論争」を繰り広げた、写実主義文学を説いた『小説神髄（しょうせつしんずい）』などの著作で知られる作家は誰でしょう？,坪内逍遥（つぼうち・しょうよう）,
ローマ神話のユピテルにあたる、ギリシャ神話の最高神は誰でしょう？,ゼウス,
ギリシャ神話のパンドラの箱のエピソードで、様々な災厄が飛び出した箱の中に最後に残ったものは何でしょう？,希望【○：エルピス】,
「初めに言葉ありき」という一節から始まる、『新約聖書』における第4の福音書は何でしょう？,『ヨハネによる福音書』,
新約聖書の「受胎告知」のエピソードで、聖母マリアにキリストを妊娠していることを告げた天使は誰でしょう？,ガブリエル,
ヘロデ王の前で踊りを披露し、褒美としてヨハネの首を求めたとされる、新約聖書に登場する人物は誰でしょう？,サロメ,
ヘラ・アテナ・アフロディーテが美少年に取り入り、トロイア戦争の勃発を招いたというギリシャ神話の出来事は何でしょう？,パリスの審判,
アポロンの求愛から逃れるため、父に祈って月桂樹に姿を変えた、ギリシャ神話に登場する精霊は誰でしょう？,ダフネ,
ペルセウスに殺されたメドゥーサの肩の切口から生まれたとされる、ギリシャ神話に登場する翼を持った馬は何でしょう？,ペガサス,
天界から盗み出した火を人類に与え、罰として大鷲に肝臓をつつかれる拷問を受けた、ギリシャ神話に登場する神は誰でしょう？,プロメテウス,
美しい歌声で船乗りを惑わし遭難させるという、ギリシャ神話に登場する怪物は何でしょう？,セイレーン,
ミミルの泉の水を飲み、片目を代償に無限の知恵を手に入れた、北欧神話の最高神は誰でしょう？,オーディン,
勇敢に戦って死んだ戦士たちがワルキューレによって運ばれてくるという、北欧神話の主神・オーディンが住む館を何というでしょう？,ヴァルハラ,
アングルボザとの間にフェンリルなど三人の子をもうけた、北欧神話に登場するいたずら好きの神は誰でしょう？,ロキ,
ラグナロクが始まってすぐに足かせのグレイプニルを食いちぎり、最高神・オーディンを飲み込んだ、北欧神話に登場する狼の怪物は何でしょう？,フェンリル,
３本の根はそれぞれ別の世界に通じ、枝は９つの世界に伸びている、北欧神話に描かれるトネリコの大樹は何でしょう？,ユグドラシル,
のちにアメン神と習合して信仰されるようになった、ハヤブサの頭をもつ姿で描かれる、エジプト神話の太陽神は誰でしょう？,ラー,
弟のセトに殺されるも、妻のイシスの手により復活した、エジプト神話における冥界の王は誰でしょう？,オシリス,
ジャッカルの頭をもった姿で描かれることが多い、エジプト神話において死者をオシリスのもとに導く冥界の神は誰でしょう？,アヌビス,
王位を巡り兄のオシリスを殺害し、最期には甥のホルスに復讐される、エジプト神話の神は誰でしょう？,セト,
ギリシャ神話のディオニュソスや北欧神話のロキのように、神話の世界でいたずら好きとして描かれる神々を何というでしょう？,トリックスター,
急な出来事に慌ててかけつけるさまを、武士が刀を腰に差す暇もなく向かう様子に例えて何というでしょう？,おっとり刀,
長寿のお祝いで「茶寿」といえば、何歳のことを意味しているでしょう？,108歳,
貧しいころからつれそい苦労をともにしてきた妻のことを、どちらも米へんの漢字を使った二字熟語で「何の妻」というでしょう？,糟糠（そうこう）の妻,
杜甫の詩の一節「人生七十（しちじゅう）古来稀（まれ）なり」に由来する、七十歳のお祝いを指す言葉は何でしょう？,古稀（こき）,
「故（ふる）きを温（たず）ねて新しきを知る」と訓読される、昔のことの研究から新しい知識を見つけ出すことを意味する四字熟語は何でしょう？,温故知新,
最も典型的なものを表すたとえにも使われる、人や物といった名詞の代わりになる日本語の品詞は何でしょう？,代名詞,
古代中国で天が崩れ落ちることを心配した人の故事から、無用の心配をすることを何というでしょう？,杞憂（きゆう）,
極めて不安定で危険な状態のことを、積み上げた卵にたとえた言葉で何というでしょう？,累卵（るいらん）の危うき,
タバコを吸うことを、ある色を用いた表現で「何をくゆらす」というでしょう？,紫煙（しえん）をくゆらす,
先人の詩や文章を踏襲して独自の作品に仕上げることを、「骨」という漢字を用いた四字熟語で何というでしょう？,換骨奪胎（かんこつだったい）,
ことわざで、信頼していた者に裏切られてひどい目にあうことを「何を飲まされる」というでしょう？,煮え湯を飲まされる,
「手の内を明かす」「手ぐすねを引く」「満を持す」といえば、何という武芸に由来する慣用句でしょう？,弓道,
借金を繰り返しながらかろうじて経営が続いている企業の状態を、「何操業」というでしょう？,自転車操業,
呆れてしまって次に言うべき言葉が出てこないさまを、雅楽に由来する慣用句で「何が継げない」と言うでしょう？,二の句が継げない,
ことわざで、どんな人にもふさわしい相手がいるということを「割れ鍋に何」というでしょう？,割れ鍋に綴じ蓋,
公正で人情味のある判決のことを、江戸時代の名奉行にちなんで「何裁き」というでしょう？,大岡裁き,
桶（おけ）や樽を固定するための輪っかが取れてしまうことから転じて、束縛がなくなって羽目を外した行動をすることを何というでしょう？,タガが外れる,
一度敗れたものが再び勢いを取り戻すことを、「土」という漢字を用いた四字熟語で何というでしょう？,捲土重来（けんどちょうらい）,
ある人の得意なことをそれ以上にうまくやってのけることを、「何を奪う」というでしょう？,お株を奪う,
表に現れているのは大きな問題のほんの一部にすぎないということを、海から少しだけ突き出ている氷山に例えて何というでしょう？,氷山の一角,
入浴時間が非常に短いことを、ある鳥を用いた慣用句で何というでしょう？,からすの行水（ぎょうずい）,
進歩は遅いが着実に大成する学問のことを、「梅の木学問」に対して何というでしょう？,楠（くすのき）学問,
見た目の華やかさはないが、確かな実力を持ったもののことを、ある金属の名前を用いて何というでしょう？,いぶし銀,
中途半端で役に立たないことをいったことわざで、「帯に短し」に続く言葉は何でしょう？,襷（たすき）に長し,
どのような意味にも捉えることができる曖昧な表現のことを、見る角度によって羽の色が違って見える昆虫に例えて何というでしょう？,玉虫色（たまむしいろ）,
尊敬する人に直接会って話を聞くことを、「咳払い」を意味する漢字を使って「何に接する」いうしょう？,謦咳(けいがい)に接する,
共通の母語を持たない集団で、意思疎通のために使われている言語のことを、「フランク人」を意味するイタリア語で何というでしょう？,リンガ・フランカ,
少しの欠点を直そうとして、かえって全体をダメにしてしまうことを、「角（つの）を矯（た）めて何を殺す」というでしょう？,角を矯めて牛を殺す,
「集団の長となる人物」のことを、服の襟と袖を意味する2つの漢字を組み合わせた熟語で何というでしょう？,領袖（りょうしゅう）,
何としても手に入れたくなるような貴重なもののことを、「よだれを垂らす」という意味の熟語を用いて「何の的（まと）」というでしょう？,垂涎（すいぜん）の的,
最初に据えるお灸は身を切るほど痛いということから、「物事の手始め」を意味する言葉は何でしょう？,皮切り,
命令する人が多すぎると、物事が見当違いの方向に進んでしまうことを、「船頭（せんどう）多くして船どこに上る」というでしょう？,船頭多くして船山に上る,
夏場に多くの蝉が一斉に鳴きたてる様子を、ある気象現象にたとえて何というでしょう？,蝉時雨,
若い頃に身に付けた腕前が未だに衰えないことを、「昔取った何」というでしょう？,昔取った杵柄（きねづか）,
権力者に媚びて学問の真理をねじまげることを、「世間の世」という字を使った四字熟語で何というでしょう？,曲学阿世（きょくがくあせい）,
ただでさえひどい状況をさらに悪化させることを、「火に何を注ぐ」というでしょう？,火に油を注ぐ,
困難な状況にあって初めてその人の真価がわかるということを、「疾風に何を知る」というでしょう？,疾風に勁草（けいそう）を知る,
古文において、「かしらおろす」や「世をそむく」といったら、どのような意味を表す単語でしょう？,出家する,
思ったことを包み隠さずに言うことを、体の一部分を使って「どこに衣着せぬ」というでしょう？,歯に衣着せぬ,
何事も自分で直接経験してみなければ分からないということを、「馬には乗ってみよ人にはどうしてみよ」というでしょう？,馬には乗ってみよ人には添うてみよ,
追いつ追われつの試合のことを、公園にある遊具の名前を使って「何ゲーム」というでしょう？,シーソーゲーム,
相手が好意を持って接してくれば、こちらも相手に対して自然に好意を抱けるということを、「魚心あれば何」というでしょう？,魚心あれば水心,
失敗や災難によって、思いがけず良い結果がもたらされることを、「怪我の何」というでしょう？,怪我の功名,
病気などが少しずつよくなっていくことを、「何を剥ぐよう」というでしょう？,薄紙（うすがみ）を剝ぐよう,
「これ以上崩れない」ということから、安定した晴れ模様のことをいった表現は「何天気」でしょう？,一円玉天気,
もともとは「土地や家屋の売り渡し証文」を指した、プライドに差し障りがあることを「これに関わる」と表現する言葉は何でしょう？,沽券（こけん）,
人生の何が幸運で何が不幸かは簡単に予測できないものだということを、古代中国の言い伝えから何というでしょう？,人間（じんかん）万事塞翁が馬,
物事の方向性が決まる分かれ目のことを、水系（すいけい）どうしの境界となっている山にたとえて何というでしょう？,分水嶺（ぶんすいれい）,
大酒飲みな人のことを、「大蛇」を意味する言葉で何というでしょう？,うわばみ,
必ず守るべき重要な法律や規則のことを、価値ある黄金や宝石に例えた四字熟語で何というでしょう？,金科玉条（きんかぎょくじょう）,
秋の日はすぐに暮れてしまうということを、井戸で水を汲むために使う道具にたとえて「秋の日は何」というでしょう？,つるべ落とし,
良いことには邪魔が入りやすく長続きしないということを、「月に叢雲(むらくも)花に何」というでしょう？,月に叢雲花に風,
文章などを一息に書き上げることを、「一」という漢字を用いた四字熟語で何というでしょう？,一気呵成（いっきかせい）,
見聞が広くとても博識な人のことを、辞書にたとえた表現で何というでしょう？,生き字引,
英語では｢Easycome，easygo｣といったフレーズで表現される、｢不正に手に入れたお金はすぐなくなってしまう｣という意味のことわざは何でしょう？,悪銭身に付かず,
「つまらないものでも無いよりはましだ」ということを、ことわざで「何も山の賑わい」というでしょう？,枯れ木も山の賑わい,
もともとは車輪がきしむことを意味していた、人の仲が悪くなることを表す二字熟語は何でしょう？,軋轢（あつれき）,
学者が研究のあまり社会から疎遠になることを、ある高価な素材を用いて「何の塔に籠もる」というでしょう？,象牙の塔,
実力は未知数ながらも有力視されている選手のことを、競馬の穴馬にたとえて何というでしょう？,ダークホース,
お互いに心の底まで打ち明けて付き合うことを、「何相照らす」というでしょう？,肝胆（かんたん）相照らす,
そう簡単に相手の思い通りにはさせないということを、「そうは何が下ろさない」というでしょう？,そうは問屋が下ろさない,
実現は困難だが、成功すれば大きなインパクトが期待できる目標のことを、アポロ計画に由来する言葉で何というでしょう？,ムーンショット,
悪事をはたらきつづけた者がとうとう捕まり、刑に服さなければいけない時のことを、「何の納め時」というでしょう？,年貢の納め時,
自分の意見を言わないと気のすまない人のことを、漢数字の「一」を使った四字熟語で何というでしょう？,一言居士（いちげんこじ）,
とっておきの場面で用いる手法のことを、家宝として代々伝わる武器にたとえて何というでしょう？,伝家の宝刀,
馬を並足（なみあし）で進ませる基本の乗り方に由来する、「物事を手堅く一歩一歩進める」という意味の二字熟語は何でしょう？,地道,
狭い範囲にしか影響を与えない揉め事のことを、バーナードの戯曲から「どこの中の嵐」というでしょう？,コップの中の嵐,
物事をやり遂げる過程で一番苦しい時期のことを、富士登山の最終盤にある険しい道にたとえて何というでしょう？,胸突き八丁（むなつきはっちょう）,
牛の角は左右どちらも同じ長さに見えることから、「両者の力量が同じ程度であること」を意味する言葉は何でしょう？,互角,
三重県の海岸で密猟を繰り返した男の故事に由来する、商売のやり方などが強欲なさまを何というでしょう？,阿漕（あこぎ）,
争いごとを仲裁してくれる人は有難いものなので従うのがよいということを、「何は時の氏神（うじがみ）」というでしょう？,挨拶は時の氏神,
貧しいながらかろうじて生計を立てていくことを、お粥を意味する漢字を用いて「何を凌ぐ」というでしょう？,糊口（ここう）を凌ぐ,
ある物事を引き起こすきっかけのことを、ポンプから水が出ない時に上から入れる水にたとえて何というでしょう？,呼び水,
一度は仲たがいした者が、再びもと関係に戻ることを「元の何に収まる」というでしょう？,もとの鞘（さや）に収まる,
亡くなった人や神仏が夢の中に現れて物事を告げることを、「何に立つ」というでしょう？,夢枕（ゆめまくら）に立つ,
誰でもできそうなことでも、最初に行うのは難しいということを、新大陸発見者のエピソードから何というでしょう？,コロンブスの卵,
前ぶれの騒ぎは大きいが、実際にはたいしたことがおこらなかったということを、動物を用いたことわざで何というでしょう？,大山鳴動（たいざんめいどう）して鼠一匹,
陰謀や悪事が絶えず渦巻いている場所のことを、魔物が潜んでいる様子に例えて何というでしょう？,伏魔殿,
言語研究の資料として使われる、様々な言葉の用例を網羅したテキストデータのことを英語で何というでしょう？,コーパス,
組織などがしっかりとまとまっている様子を、ひとつの大きな岩に例えて何というでしょう？,一枚岩（いちまいいわ）,
「アポを取る」というときの「アポ」とは、何という言葉の略でしょう？,アポイントメント,
似たような物事が相次いで現れることを、雨が降ったあとに生えてくる野菜に例えて何というでしょう？,雨後の筍（うごのたけのこ）,
物事が途切れながらも断続的に行われることを、梅雨の天気になぞらえて「何式」というでしょう？,五月雨式,
何事も死んでしまってはおしまいであることをいったことわざを、「命あっての何」というでしょう？,命あっての物種（ものだね）,
「明けの明星」や「宵の明星」といえば、何という惑星の別名でしょう？,金星,
本当に才能がある人は、むやみにいばったり能力をひけらかしたりしないということを、「能ある鷹は何を隠す」というでしょう？,能ある鷹は爪を隠す,
あらゆる方面で目覚ましい活躍を見せることを、８つの顔と６本の腕を意味する四字熟語で何というでしょう？,八面六臂（はちめんろっぴ）,
ことわざで、弟子が師匠よりも優れていることを、ある植物にちなんで「何の誉(ほま)れ」というでしょう？,出藍（しゅつらん）の誉れ,
心に何のわだかまりもなくさっぱりしていることを、「懐（ふところ）」という漢字を使った四字熟語で何というでしょう？,虚心坦懐,
苦労を経たうえでの長い年月のことを、「星」という字を使った漢字３文字の熟語で何というでしょう？,幾星霜（いくせいそう）,
焦らずにじっくりと待っていれば良い機会が巡ってくるものだということを、「待てば何の日和あり」というでしょう？,待てば海路の日和あり,
元々は「歯と歯の間が狭い」という意味であった、気持ちがせかせかしているさまを表す二字熟語は何でしょう？,齷齪（あくせく）,
時が経っても色あせない不朽の名作のことを、「常緑樹」を意味する英語を使って何というでしょう？,エバーグリーン,
実際にないものはどうしようもないということを、衣服の一部を使って「ない何は振れない」というでしょう？,ない袖は振れない,
あと戻りすることを「きびすを返す」といいますが、この「きびす」とは体のどの部位のことでしょう？,かかと,
戦国時代に多くの分国法で成文化された、争いを起こした当事者の両方を理由に関わらず処罰することを何というでしょう？,喧嘩両成敗,
戊辰戦争に際して幕府側の代表として明治政府と交渉を行い、江戸城の無血開城を実現させた幕末の政治家は誰でしょう？,勝海舟（かつ・かいしゅう）,
1467年から約11年ほど続いた、京都を中心に守護大名が細川勝元率いる東軍と、山名宗全（やまな・そうぜん）率いる西軍に分かれ戦った内乱は何でしょう？,応仁の乱,
６歳以上の男子は２段（たん）、女子はその3分の2とされた、律令制の班田収授法に基づいて人民に与えられた田んぼを何というでしょう？,口分田,
医者や僧侶らが教師となり読み書きや算盤などを教えた、江戸時代に全国に設けられた庶民の教育施設は何でしょう？,寺子屋,
江戸時代、夫婦が離婚する際に夫から妻へ渡していた書状のことを、慣習的に定着した行数から何というでしょう？,三行半（みくだりはん）,
平安時代中期に東国では平将門（たいらの・まさかど）が、西国（さいごく）では藤原純友（ふじわらの・すみとも）が起こした反乱のことを、総称して何というでしょう？,承平・天慶（じょうへい・てんぎょう）の乱,
東京へ向かう汽車の窓から大森貝塚を発見した、日本の考古学研究の基礎を築いたアメリカの動物学者は誰でしょう？,エドワード・モース,
無数のデモ隊が国会議事堂を取り囲んだ、日米安全保障条約の改定に反対して展開された闘争は何でしょう？,安保闘争,
第二次大戦までの日本で言論や思想を取り締まった、内務省直属の秘密警察を何というでしょう？,特高（とっこう）,
全ての政党が自発的に解散する形で設立された、戦時中の日本で国民を統制した政治団体は何でしょう？,大政翼賛会,
渡邊崋山（わたなべ・かざん）や高野長英といった蘭学者が処罰された、1839年に起こった言論弾圧事件は何でしょう？,蛮社の獄,
白村江の戦いでの敗北をきっかけに制度化された、北九州の防衛にあたった兵士を何というでしょう？,防人,
足利尊氏と弟の直義(ただよし)の対立をきっかけに起こった室町幕府の内部抗争を、当時の年号から何というでしょう？,観応（かんのう）の擾乱（じょうらん）,
三角形の断面を持つ木材を井桁（いげた）に積み上げた、東大寺の正倉院に代表される建築様式を何というでしょう？,校倉造（あぜくらづくり）,
亀の甲羅を焼き、ひびの割れ方で吉凶を占った、古代中国や日本で行われた占いは何でしょう？,亀卜（きぼく）,
森の石松といった子分を従え、現在の静岡東部で名をとどろかせた侠客（きょうかく）は誰でしょう？,清水次郎長（しみずの・じろちょう）,
「おもしろきこともなき世をおもしろく」という辞世の句も有名な、幕末に奇兵隊を組織した長州藩の志士は誰でしょう？,高杉晋作（たかすぎ・しんさく）,
江戸時代に中国へ輸出されたなまこ、干しあわび、ふかのひれの３品を総称して何というでしょう？,俵物（たわらもの）,
大宰権帥（だざいのごんのそち）や藤原隆家（ー・たかいえ）によって撃退された、1019年、対馬や壱岐に女真族が襲来した出来事を何というでしょう？,刀伊の入寇（といのにゅうこう）,
和宮（かずのみや）の臣籍降嫁（しんせきこうか）に象徴される、幕藩体制の立て直しのため幕府と朝廷が結びつこうとしたことを何というでしょう？,公武合体（こうぶがったい）,
「寛容と忍耐」を合言葉に活動し、「所得倍増計画」を目玉政策とした戦後の首相は誰でしょう？,池田勇人（いけだ・はやと）,
捨て子や病人も保護の対象となったことから再評価の動きもある、徳川綱吉（・つなよし）が制定した動物愛護についての法令は何でしょう？,生類憐みの令,
芥川龍之介が小説『羅生門』や『鼻』のモデルとした、インド・中国・日本の1000余りの仏教説話を集めた説話集は何でしょう？,『今昔物語集』,
古墳時代後期に造られるようになった、限られた地域に密集した小規模な古墳群を何というでしょう？,群集墳,
十二支像や四神（しじん）を描いた極彩色の石室壁画が残る、奈良県明日香村にある古墳は何でしょう？,キトラ古墳,
「飛鳥美人」と呼ばれる極彩色の壁画が有名な、奈良県明日香村にある古墳は何でしょう？,高松塚古墳,
露出した石の上部分が平らなことにちなんで名づけられた、蘇我馬子の墓と推定されている明日香村の古墳は何でしょう？,石舞台古墳,
畠山氏（はたけやまし）、斯波氏（しばし）、細川氏が交代で就任した、室町幕府で将軍を補佐した役職を何というでしょう？,管領（かんれい）,
平安時代の仏師・定朝（じょうちょう）が大成した、いくつかの木材をはぎ合わせて仏像を制作する方法を何というでしょう？,寄木造（よせぎづくり）,
太平洋戦争末期の日本で、都市部の子供たちが戦火に巻き込まれないよう、農村地帯に移住させたことを何というでしょう？,疎開,
５度の渡航失敗を乗り越えて来日を果たし、奈良に唐招提寺（とうしょうだいじ）を建立（こんりゅう）した唐の僧侶は誰でしょう？,鑑真（がんじん）,
御真影（ごしんえい）とよばれる天皇の写真とともに礼拝の対象とされた、学校教育の指針として明治政府が発表した文書は何でしょう？,教育勅語,
橋本左内（はしもと・さない）や吉田松陰（よしだ・しょういん）らが処刑された、江戸幕府の大老・井伊直弼が反対派を弾圧した事件は何でしょう？,安政の大獄,
1867年には大政奉還の舞台となった、江戸幕府初代将軍・徳川家康が京都に建てたお城は何でしょう？,二条城,
1993年に細川護熙（・もりひろ）内閣が成立したことで崩壊した、自民党と社会党の二大政党を中心とした戦後の政治体制を何というでしょう？,55年体制,
石清水八幡宮で行われたくじ引きの結果家督（かとく）を継ぐこととなった、室町幕府の第6代将軍は誰でしょう？,足利義教（あしかが・よしのり）,
1968年の発掘調査で「獲加多支鹵（ワカタケル）」の名が刻まれた鉄剣が発見された、埼玉県の古墳は何でしょう？,稲荷山古墳（いなりやまこふん）,
お昼どきに発生し、火災による甚大な被害がもたらされた、1923年9月1日に起こった大震災は何でしょう？,関東大震災,
山東省のドイツ権益の継承などの条項からなる、1915年に日本が袁世凱の北京政府に突き付けた要求を何というでしょう？,二十一か条の要求,
植木枝盛（うえき・えもり）の「日本国国憲按（にほんこくこっけんあん）」のように、大日本帝国憲法発布以前に政党や民間が発表した憲法案のことを何というでしょう？,私擬憲法（しぎけんぽう）,
1285年、有力御家人の安達泰盛（あだち・やすもり）とその一族が内管領（ないかんれい）の平頼綱に滅ぼされた事件を何というでしょう？,霜月騒動,
「人は城人は石垣、人は堀」という格言を残した、上杉謙信との「川中島の戦い」で有名な武将は誰でしょう？,武田信玄（たけだ・しんげん）,
熱湯の中に手を入れ、どのくらい火傷を負うかによって罪の重さを見極めた、古代日本で行われていた裁判の方法は何でしょう？,盟神探湯（くかたち）,
人返しの法や株仲間の解散などがおこなわれた、江戸時代後期に老中・水野忠邦（みずの・ただくに）がすすめた一連の改革を何というでしょう？,天保の改革,
『折たく柴の記』や『西洋紀聞』などを著した、江戸時代に「正徳（しょうとく）の治」と呼ばれる改革を行った老中は誰でしょう？,新井白石（あらい・はくせき）,
古代日本で、国司が実務を目代（もくだい）に任せ、京にいながら収入を得ようとしたことを何というでしょう？,遙任（ようにん）,
中世日本で荘園領主と地頭の紛争を収めるために、領地を二つに分割したことを何というでしょう？,下地中分（したじちゅうぶん）,
興福寺や延暦寺の僧によるものが知られる、僧兵が神木や神與を先頭に立てて暴動を起こしたことを何というでしょう？,強訴（ごうそ）,
奈良時代ごろの日本で聖武天皇が体現した、仏教の力を借りて国を治めようとする考え方を何というでしょう？,鎮護国家思想,
北面の武士を務めた後に出家し、旅の中で詠んだ歌を『山家集』に収めた平安時代の歌人は誰でしょう？,西行（さいぎょう）,
日本は空母４隻を失う大敗を喫し、太平洋戦争の戦局がアメリカ側に大きく傾いた、1942年に起きた戦闘は何でしょう？,ミッドウェー海戦,
薬師寺東塔（やくしじとうとう）に代表される、大化の改新から平城京の遷都に至る時代に栄えた文化を何というでしょう？,白鳳文化（はくほうぶんか）,
源義経による鵯越(ひよどりごえ)の逆落としで有名な、現在の神戸で起こった源平合戦の一つは何でしょう？,一ノ谷の戦い,
1792年に根室に来航し、漂流民の大黒屋光太夫（だいこくや・こうだゆう）を届けるとともに幕府に通商を求めた、ロシアの軍人は誰でしょう？,(アダム＝キリロヴィチ＝)ラクスマン,
改造社の『現代日本文学全集』など、昭和初期に1冊1円で販売された廉価本を総称して何というでしょう？,円本,
刑部親王（おさかべしんのう）や藤原不比等（ふじわらのふひと）が中心となり701年に制定された、律令体制の根幹をなした法典は何でしょう？,大宝律令,
江戸時代の和算家がお寺や神社に奉納した、数学の問題や解法が書かれた絵馬のことを何というでしょう？,算額（さんがく）,
来日していたチャップリンも標的にされた、1932年に海軍の青年将校たちが起こしたクーデターは何でしょう？,五・一五事件,
「円筒」と「形象」の２種類に大別される、装飾のため古墳の周囲に並べられた素焼きの土器を何というでしょう？,埴輪,
最期は湊川（みなとがわ）の戦いで命を落とした、生涯をかけて後醍醐天皇に忠義を尽くした戦国武将は誰でしょう？,楠木正成（くすのき・まさしげ）,
「人の世に熱あれ、人間に光あれ」と結ぶ宣言でも知られる、被差別部落解放を目指し結成された組織は何でしょう？,全国水平社,
平家軍が水鳥の羽音を敵襲と勘違いして逃げ出したエピソードが有名な、1180年に起こった源平合戦の１つは何でしょう？,富士川の戦い,
「義経の弓流し」や「扇の的」の逸話が生まれた、現在の香川県で起きた源平合戦末期の戦いは何でしょう？,屋島の戦い,
薩英戦争勃発の原因となった、大名行列を横切ったイギリス人を薩摩藩士が殺傷した事件は何でしょう？,生麦事件,
神武天皇から後村上天皇までの皇位継承の経緯を記し、南北朝時代における南朝の正統性を述べた、北畠親房（きたばたけ・ちかふさ）の歴史書は何でしょう？,『神皇正統記（じんのうしょうとうき）』,
神武天皇から順徳天皇までの皇位継承の経緯を記した歴史書は何でしょう？,『愚管抄（ぐかんしょう）』,
雄略天皇から嵯峨天皇までの皇位継承の経緯を記した歴史書は何でしょう？,『日本霊異記』,
大航海時代のスペインで開発された、アカプルコとフマニラを結ぶ貿易で使用された大型帆船は何でしょう？,ガレオン船,
『ローマ法大全』の編纂やハギア＝ソフィア大聖堂の再建を命じた、東ローマ帝国の皇帝は誰でしょう？,ユスティニアヌス,
1492年のグラナダ陥落によって完了した、イベリア半島の奪回を目的にキリスト教勢力が起こした運動を何といったでしょう？,レコンキスタ,
732年、フランク王国のカール・マルテルが進行してきたイスラム軍を撃退した戦いを何というでしょう？,トゥール・ポワティエ間の戦い,
代表作に『縛られたプロメテウス』や、『アガメムノン』に始まる『オレステイア』三部作があるギリシアの詩人は誰でしょう？,アイスキュロス,
ハワイ民謡『アロハ・オエ』を作曲したとされる、ハワイ王国最後の女王は誰でしょう？,リリウオカラニ,
「高貴な実験」と称して推進されるも、マフィアの台頭や治安の悪化が問題となった、かつてアメリカで施行された法律は何でしょう？,禁酒法,
フランス代表のタレーランによる正統主義を基本原則として、ナポレオン戦争後の秩序を回復すべく開かれた国際会議は何でしょう？,ウィーン会議,
かつての中国で陰陽説（いんようせつ）と結びついて流行した、万物は木、火、金、土、水の五元素のもとに成り立つとする思想は何でしょう？,五行説（ごぎょうせつ）,
封建領主の没落などを背景に、中世イギリスで出現した独立自営農民のことを何というでしょう？,ヨーマン,
19世紀末、ホセ・リサールやアギナルドの指導のもとで独立運動が展開された、当時スペインの植民地であった国はどこでしょう？,フィリピン,
文字を持たなかったインカ帝国で情報伝達に用いられた、縄の結び目によって数字などを記録する方法を何というでしょう？,キープ,
唐代の中国で従来の租庸調制（そようちょうせい）に代えて導入された、夏と秋の２度に分けて徴税を行う制度は何でしょう？,両税法,
人頭税を土地税に組み込んで納めさせる、清の時代にとられた税制度を何というでしょう？,地丁銀制（ちていぎんせい）,
あらゆる税目をまとめて銀で納付させた、中国で明代（みんだい）後期から実施された税制度は何でしょう？,一条鞭法（いちじょうべんぽう）,
1517年にマルティン・ルターが発表した、贖宥状の販売と教会の腐敗を攻撃する内容の意見状は何でしょう？,九十五か条の論題,
19世紀にフィッツジェラルドが英訳したことで世界的な知名度を得た、ペルシアの詩人・ウマル＝ハイヤームの四行詩は何でしょう？,『ルバイヤート』,
蒸気船の普及まで中国の商人が航海に用いた、3本のマストと角形の帆が特徴的な木造船を何というでしょう？,ジャンク船,
11世紀ごろのムスリム商人が使用した、大きな三角形の帆が特徴的な木造船は何でしょう？,ダウ船,
アンリ４世がナントの勅令を発布して終結させた、16世紀後半のフランスで起こった宗教戦争は何でしょう？,ユグノー戦争,
エチオピアで発見された「ルーシー」という個体が有名な、およそ300万年前にアフリカに生息した猿人を何というでしょう？,アウストラロピテクス,
「エジプトはナイルの賜物」という言葉を残した、著書『歴史』で有名な古代ギリシャの歴史家は誰でしょう？,ヘロドトス,
中国・明代後期に、北方ではモンゴル民族が侵略を繰り返し、南方では倭寇が海岸地域を荒らしていた状態を何というでしょう？,北虜南倭（ほくりょなんわ）,
グラスノスチやペレストロイカといった政策を推し進め、ソ連の改革を図った、同国の政治家は誰でしょう？,ミハイル・ゴルバチョフ,
661年にムアーウィヤが建国した、ダマスカスに都を置いたイスラム王朝は何でしょう？,ウマイヤ朝,
オーストリアの皇太子夫妻がセルビア人青年に殺害され、第一次世界大戦の契機となった事件を何というでしょう？,サラエボ事件,
